uuid,사업자명,리뷰본문,키워드
311d1b8f-3544-48f4-9bc6-529ba116174c,맛있는집,"게살스프,청경채 볶음, 해물볶음밥 간도 적당하고 맛 있었는데 짜장면은 간이 좀 짜더라구요~ㅜㅠ","음식이 맛있어요, 재료가 신선해요"
a9443b20-a672-4602-b09a-6814f068d865,맛있는집,"마파두부랑 해물볶음면 시켰어요
마파두부 추천입니다! 팔팔 끓으면서 나오는데 밥위에 얹어먹으니 제대로였어요
다만 물맛이 좀 비릿하고 안시원한게 아쉬웠습니다
볶음면은 무난한 맛이었던거같아요",음식이 맛있어요
9938acdc-203b-4de3-9b5d-9208d0bde15f,맛있는집,"직원분들이 친절하시고(남성 직원 한 분 빼고요. 뒤에 온 일행에게 굉장히 불친절했다고 합니다. 다른 분들은 상냥하셨어요.), 음식이 맛있습니다. 전체적인 간이 세지 않아서 부담이 없어요. 요리별로 소스가 맛있어요. 프랜차이즈인데도 그런 느낌이 크지 않습니다.","음식이 맛있어요, 잡내가 적어요, 음식이 빨리 나와요"
393b3427-d766-4950-9e8a-36bcc51a2314,맛있는집,사천짜장면! 더 맵게 선택이 필요해요!,"음식이 맛있어요, 특별한 메뉴가 있어요, 인테리어가 멋져요, 매장이 넓어요"
46e5f751-994f-4d0d-9a2d-6dc09a4b4033,맛있는집,깐풍마늘가지쉬림프는 꼭 시키세요. ㅎㅎ 맛있는 미국식 중식당으로 분위기 좋고 맛있어요.,"단체모임 하기 좋아요, 음식이 맛있어요, 특별한 메뉴가 있어요"
263bfe06-04f3-4b2e-85d1-5b98235c286e,맛있는집,"🍴볶음밥, 사천짜장면
음식이 무척 빨리 나와요! 맛있습니다👍","매장이 넓어요, 음식이 맛있어요, 특별한 메뉴가 있어요, 가성비가 좋아요, 메뉴 구성이 알차요"
1806d357-9f53-40ee-ab95-76de2fcba947,맛있는집,"유린기와 새우살가지튀김

좀 느끼해요 
하이볼이랑 같이 먹으면 괜찮아요",매장이 넓어요
e0d2a783-f189-4d95-8886-bb9ac1ffe9f1,맛있는집,"신랑이랑 광화문 디타워에 있는 차알에서 저녁을 먹고 왔어요. 12년된 맛집으로 미국에서 즐길 수 있는 중식을 한국에 맞게 재해석한 곳이예요. 내부도 1930년대 뉴욕 차이니즈 레스토랑 컨셉 인테리어라 고급지더라구요. 손님들도 굉장히 많았는데 차알의 해석으로 만든 메뉴들이 하나같이 다 맛있었어요. 데이트, 친구들 모임 시 꼭 한번 가보세요. 이왕이면 검증 받은 맛집에서 분위기를 내보는 것이 좋겠죠? 블루리본 레드리본 맛집이예요♡","음식이 맛있어요, 재료가 신선해요, 양이 많아요, 인테리어가 멋져요, 주차하기 편해요"
cba437b1-f333-49c2-9ff9-f033a6124a0d,맛있는집,"혼밥도 좋와요!
음식 맛있어요!
일인이여서 괜히 테이블 차지하는가 눈치 보이긴 하는데.. 2인상 테이블이여서 덜 부담스럽고 음식도 가격대비 착하고 맛잇어요!","음식이 맛있어요, 양이 많아요, 인테리어가 멋져요, 매장이 넓어요, 혼밥하기 좋아요"
50a33346-bd03-43c9-9b44-2e2bbc02621a,맛있는집,"🍴제너럴쏘치킨, 차우멘
음식이 맛있고 자리가 넓어서 모임 장소로 추천해요!","음식이 맛있어요, 양이 많아요, 메뉴 구성이 알차요, 매장이 넓어요"
a9abb678-f54b-47fd-87bf-d2f97ceb5493,맛있는집,"유린기가 진짜 맛있고, 요리보다는 식사메뉴가 양이 진짜 많아요!!!!!!! 맛있어용",양이 많아요
4fab7ed2-c165-48e5-8c56-9b575f4050ce,맛있는집,깐풍마늘가지새우 맛있네요. 가지와 탱글한 새우의 식감이 좋았어요,"음식이 맛있어요, 친절해요"
a708bdf3-9fac-4adc-b81f-38a62a8692f7,화양연가,"양갈비 기준이되는 곳
오랜시간 한결같은 맛과 친절로 갈때마다 즐겁게 먹고 옵니다~~^^","음식이 맛있어요, 고기 질이 좋아요, 양이 많아요, 특별한 메뉴가 있어요, 친절해요"
0651286d-3dd9-4bd6-a5f1-d0886f7100c0,화양연가,"와 이런 양고기 집이 있었다니..  리뷰들보고 그냥 쓴 말인것같았는데  입맛 까다로운 남편이 너무 잘 왔다고 좋아하네요.  레어로 먹어도 배탈안나요.   '난'이 나와요.  신의 한수래요. 의외의 꿀 조합 ㅡ>   난 + 양고기 + 올리브 + 머스타드   
해장라면도 꽃게,새우 넣어주시고 꼬들꼬들 jmt.  그래도 덜 죄책감드는건  양고기는 살이 안찐다는거에요. (다음날  체중재보면 늘 조금 빠져있어요)","음식이 맛있어요, 고기 질이 좋아요, 양이 많아요, 친절해요, 직접 잘 구워줘요"
f1967b82-a2b7-4988-af68-6e85aa020a21,화양연가,"룸 예약하고 감
명불허전 남영동 최고의 양고기집
양갈비>양갈비살>양살치살 순서로 부드럽고 양 풍미 가득
꾸준히 가는 곳이라 더이상 할말이없넹
강추","단체모임 하기 좋아요, 음식이 맛있어요, 고기 질이 좋아요, 특별한 메뉴가 있어요"
c916ba4c-a3b4-4646-83d1-565bcd9f1e71,화양연가,"양갈비 시키면 양전골 기본으루 주셔요!
양갈비는 조금 더 쫀득하다면 양갈비살은 좀 더 부드럽습니다! ㅎㅎ","음식이 맛있어요, 고기 질이 좋아요, 직접 잘 구워줘요, 친절해요, 매장이 넓어요"
c19543eb-202a-4f07-aa65-5ae2345faebb,화양연가,"사진을 안찍었지만
소문듣고 갔는데
정말 맛집이네요
약간 늦게 갔는데도 친절하게
대해주시고 육수도 넉넉히 주셔서
감사했어요 담에 재방문 의사있습니다.
왜 사람들이 맛집이라고 하는지 알거 같아요 주말이나 평일 저녁엔웨이팅
있어요 좀 빨리 가셔야해요
1.2.3호점까지 있습니다","가성비가 좋아요, 음식이 맛있어요, 고기 질이 좋아요, 잡내가 적어요, 친절해요"
a9e44398-e154-40cd-9650-ba6640a05831,화양연가,나쁘지 않아요,화장실이 깨끗해요
f2e92fdf-1fc7-4b80-95af-e5cddfe8adbb,화양연가,맛나요 ,"음식이 맛있어요, 고기 질이 좋아요"
db21cdfb-f36f-4640-a4c1-3017a3464a66,화양연가,"맛고 좋고 직접 구워주셔서 좋았어요. 
양탕을 서비스로 주시는데 매콤해서 고기랑도 어울리고 맛있었습니다.","음식이 맛있어요, 친절해요, 단체모임 하기 좋아요"
4ea83c88-b36c-4ce5-a583-d35f2dd42d87,화양연가,"양갈비 먹었는데 진짜 맛있습니다.
또 와야겠어요 최고!! 
직접 구워주시고 각종 양념과 같이 먹을 사이드메뉴 정말 좋습니다.
열무국수는 김치국물 원액 그대로 느낌이라 좀 짜긴해요","친절해요, 음식이 맛있어요, 특별한 메뉴가 있어요"
8cceeaeb-7bb4-4b6f-9148-75ff15a02560,화양연가,양고기 여기가 제일 맛있어요🥲🥲 예약하고 갑니당!!,"음식이 맛있어요, 특별한 메뉴가 있어요"
20db1b14-8e30-413b-9331-aaed63310ce5,화양연가,양고기 맛있게 먹었어요.  다소 비싼 것 그만큼 맛은 보장하네요. 그리고 중간에 서비스인지 전골주셨는데 전골 정말 맛있었어요.  밑반찬도 맛있었습니다. ,"매장이 넓어요, 단체모임 하기 좋아요, 음식이 맛있어요, 특별한 메뉴가 있어요, 매장이 청결해요"
a43a1610-81a9-47f5-835a-c911c971d96b,화양연가,Good ,음식이 맛있어요
8b56eb4c-b8bb-4e05-a1a5-b0a160fe4758,화양연가,비싸지만 맛있어요,"친절해요, 매장이 청결해요, 음식이 맛있어요, 재료가 신선해요"
62bcc167-26ff-41f8-88d2-804444a263b8,화양연가,맛있어요 ㅎㅎ,"단체모임 하기 좋아요, 음식이 맛있어요"
662619f3-9805-4743-b4c3-dae2b1f16624,화양연가,"맛있고 친절하거 인기많아요,,ㅠ 맛도리","친절해요, 단체모임 하기 좋아요, 매장이 넓어요, 음식이 맛있어요, 재료가 신선해요"
fedf3a47-032f-4cb1-9cfe-c913e85147bf,화양연가,고기는 직접 구워주십니다. 갈비 잡내적고 맛있어요! 주말에는 미리 예약하시는게 좋을거같아요.,"음식이 맛있어요, 재료가 신선해요, 양이 많아요"
3cebe2b1-1a52-4f5c-a0ca-b25dead724d3,화양연가,잘먹구 갑니다~^~^,음식이 맛있어요
c69ee3bc-8320-4c96-bcb1-439097deea2c,화양연가,좋아요,특별한 날 가기 좋아요
95242d36-e660-41c6-ae1d-85fe661baefe,양식문화,"구성도 알차고 맛도 좋아서 배부르게 잘 먹었다! 둘이 가서 닷지석에서 1인에 4만3천, 스프라이트 5천 해서 잘 먹고 왔다!! 4인 테이블도 보이던데 넷이 가도 나쁘지 않을 것 같지만 테이블 위치에 따라 다를 수도 있을 것 같다.","음식이 맛있어요, 양이 많아요, 특별한 메뉴가 있어요, 인테리어가 멋져요, 직접 잘 구워줘요"
25287729-1d3e-4b1e-962b-78d4ffa9ab94,양식문화,다양한 양 부위를 맛볼 수 있어서 좋았어요. 특히 샤브샤브는 저 세상 맛이네요😇 조만간 꼭 다시 오고 싶어요!,"음식이 맛있어요, 고기 질이 좋아요, 특별한 메뉴가 있어요, 가성비가 좋아요, 아늑해요"
4ff906a1-60c5-4098-9e41-4436152bf332,양식문화,"가성비 좋은 양고기 오마카세집 👍
1인 43000원에  양갈비, 등심, 살치살, 양삼겹살, 불고기, 양스팸, 양샤브샤브 등 
양의 다양한 부위를 한번에 맛볼수 있는 곳입니다
분위기도 좋고 친절하시고
특히 반찬들도 알아서 척척 리필해주셔서 좋았어요
이정도 가격이면 담에도 또 올 것 같네요
+
사전예약은 꼭 하세요~","음식이 맛있어요, 고기 질이 좋아요, 양이 많아요, 특별한 메뉴가 있어요, 가성비가 좋아요"
dc5f3c7e-7dfc-406a-b307-a65ce73a4f55,양식문화,"기념일에 방문했어요!
분위기도 좋고 고기마다 설명도 잘 해주시네요
양꼬치 말고는 양을 제대로 먹어본 적이 없는데 잡내도 안 나고 너무너무 맛있게 잘 먹고 왔어요!! 이제 양 잘 먹을 수 있어요ㅎㅎ
코스 구성이 다채로워서 기분이 너무 좋더라구요 식사 마무리 잘 하고 왔습니다","음식이 맛있어요, 고기 질이 좋아요, 양이 많아요, 특별한 메뉴가 있어요, 가성비가 좋아요"
4783aeb7-c69f-4dd0-afb9-17dbed3bc040,양식문화,너무 맛있고 친절하고 ! 또가고싶은곳 :) 코스도 나름 가성비에요,"음식이 맛있어요, 양이 많아요, 특별한 메뉴가 있어요, 친절해요, 직접 잘 구워줘요"
c5f97c97-0213-4907-8df1-285fb20cc85c,양식문화,"코스 구성이 너무 좋고 맛도 좋고 양도 많고
다음에 또 방문할 의사 있는 곳","음식이 맛있어요, 고기 질이 좋아요, 친절해요, 직접 잘 구워줘요, 특별한 날 가기 좋아요"
10a1f91c-5df0-4369-a3cd-74d3c080b293,양식문화,"양고기가 잡내 하나 없고 아주 부드럽고 맛있었습니다.
감사합니다~","인테리어가 멋져요, 음식이 맛있어요, 고기 질이 좋아요, 특별한 메뉴가 있어요, 잡내가 적어요"
6a728d7f-e07c-4575-800a-0f4f0fc0b942,양식문화,"용산 근처에 고기 코스요리 식당을 찾다가 발견했어요! 일단 가격이 저렴해서 끌렸고 리뷰가 좋았어요. 매장 입구부터 분위기가 너무 좋아요. 캐치테이블 예약이라 자리가 마련되어있었어요. 일요일 저녁이라 조금 여유로워서 양 옆 자리 비어있게 자리 안내해주시는 센스가 보였어용. 
 코스 2인으로 주문했고 고기가 다양한 부위별로 나오는데 하나하나 안내를 다 해주셔요. 어떻게 먹는게 맛있는지 곁들일 소스 추천해주시고 굽기정도도 물어보셔서 좋아요! 고기 한 입 먹고 퀄리티에 반했습니당.. 냄새 하나도 안 나고 질기지도 않았어요.. 갈비부터 시작했는데 하다못해 불고기까지 맛있었던.. 쯔란이 필요없어요!! 램스팸도 요물이고 밥이랑 샤브도 너무 맛있었어요. 구성이 괜찮았고 가격이 너무 갓성비에요. 재방문하고 싶어용!!!","음식이 맛있어요, 고기 질이 좋아요, 양이 많아요, 가성비가 좋아요, 단체모임 하기 좋아요"
93544384-7446-4e42-92db-2ae50901ca71,양식문화,양고기 잡내 하나도 안나고 맛있어요,"음식이 맛있어요, 고기 질이 좋아요, 양이 많아요"
fa487042-f64b-4643-aa17-8de1b16a354c,양식문화,너무너무 만족했던 기념일이었어요 🤍,"음식이 맛있어요, 고기 질이 좋아요, 양이 많아요"
7d4f4bf8-4760-46b5-a119-dd3e862266c7,양식문화,"직접 구워줘서 좋지만. 양고기에 기름가 많아서 전 별로네요ㅠ
분위기 조쿠 가성비는 비싸요ㅠ 첨 가서 몰랐는데,
차라리 코스욜 시키는게 나을뻔 했어요. 첨 갔으니 좀 추천 좀 해주지..ㅜㅜ 반찬도 오이피클과 양배추 피클밖에..","고기 질이 좋아요, 인테리어가 멋져요, 직접 잘 구워줘요"
27757c8f-008f-46f8-8fcc-fc5e21360f33,양식문화,"양고기 특유의 안좋은 냄새가 없는 편이어서 먹기 편안했습니다. 퀄리티 괜찮은 대부분의 양고기 레스토랑이 그렇듯 가격대가 있긴 하지만 맛이 괜찮고 특히 코스가 여러 부위와 식사를 맛볼 수 있어서 좋은 것 같아요. 
그런데 입장 전 잠시 대기하는 공간 조금 더웠어요. 한여름에는 대기좌석도 쾌적한 온도겠지요?🥹","음식이 맛있어요, 잡내가 적어요"
6de3ce09-81ae-4ffb-922e-aa15227d5fa8,양식문화,"3인 오마카세, 양라면추가 했는데 너무 배부르고 다 못먹었러요!
구운고기류는 냄새도 안나고 잘 구워주셨고 
샤브샤브,양라면은 국물이라 좀 냄새가 나긴했어요.
서버분이 너무 조용히 말씀하셔서 못알아듣는 순간이 좀 있었고 불친절은 아닌데 또 친절은 아닌...그런느낌이었습니다 ","음식이 맛있어요, 고기 질이 좋아요, 양이 많아요, 인테리어가 멋져요"
cf95d247-0978-4522-aa77-b3893a0b3632,양식문화,"애인이랑 방문 하였습니다.
매장은 바에 앉을 수 있는 자리 약 12개와 4인석 자리 2개가 있었습니다.
대부분 코스이시길래 저희도 코스 선택했습니다.

프렌치랙은 잡내없이 깔끔했고 감자 퓌레와 고수를 같이 곁드려 먹으니 최고였습니다.

양갈비는 쫄깃, 양등심은 너무 부드러웠고 구운 양파와 소스에 정신없이 찍어먹었습니다.
양등심을 100그람을 추가로 주문하였고 이 선택은 후회 없었습니다.
만약, 고기를 더 먹고 싶다면 양등심 추천 드립니다.

그리고 로띠 무조건 시키십시오 로띠네 싸먹는 양고기가 일품입니다.

양불고기는 토치로 직화하여 꽃빵에 넣어서 내어주는데 불고기버거같아 매우 좋았습니다.

양샤브는 맛 개선이 필요합니다.

코스의 대미는 흰밥에 수제양스팸이 완성합니다.
흰밤에 스팸, 말이 더 필요할까요??","음식이 맛있어요, 고기 질이 좋아요, 재료가 신선해요, 코스요리가 알차요, 직접 잘 구워줘요"
172d6411-f08e-4f21-998e-514b56922798,양식문화,"코스를 시켰어요
양갈비와 살치살과 불고기 부위를 골고루 
친절하게 설명해주며 구워주네요
묵은지도 구워주고 반찬도 정갈합니다
신선로 샤브샤브와  양스팸올린 솥밥까지 너무
깔끔하게 먹었어요
예약없이와서도 먹은게 행운이네요~
","음식이 맛있어요, 고기 질이 좋아요, 특별한 메뉴가 있어요, 직접 잘 구워줘요"
520d3805-073d-403e-9863-d34af7bc41d8,양식문화,"너무 맛있고...
주변에 알려주기 싫을정도로 분위기 좋아요
또 갈래요!!!","음식이 맛있어요, 고기 질이 좋아요, 양이 많아요, 특별한 메뉴가 있어요, 가성비가 좋아요"
267ba9b9-bf81-42ea-8405-31e7a7eafbee,양식문화,"가성비, 메뉴 구성 모두 훌륭해요 양스팸에서는 누린내가 조금 나서 그것빼고는 다 맛있게 먹었습니다",음식이 맛있어요
dcfc92e5-8d5d-4a96-a036-f1cb18cbe3ff,양식문화,양고기의 질감 굽기... 맛 모두 완벽합니다 신선하고 매번 올때마다 친절하신 사장님덕에 잘 먹고갑니다,"음식이 맛있어요, 고기 질이 좋아요, 양이 많아요, 가성비가 좋아요, 직접 잘 구워줘요"
be187762-b66e-430c-b55f-a85d5df5c511,양식문화,"별점(5개 만점) ⭐️⭐️⭐️⭐️

이젠 너무나 흔해져버린 일본식 징기스칸 스타일 양고깃집들 사이에서 조금이나마 독특함을 보이는 곳. 양고기를 오마카세 식으로 내는 것도 재밌지만, 새로운 양고기 메뉴를 내놓으려는 시도도 좋다. 양고기를 강남도 아닌 곳에서 판다는 것을 감안한다면, 가격대가 살짝 높지만… 양고기를 좋아하는 분이라면 실망하지 않을 듯.","매장이 넓어요, 음식이 맛있어요, 양이 많아요, 특별한 메뉴가 있어요"
c37db734-b8ea-4ab7-bcb6-399316d5fc9c,양식문화,매장 정말 청결하구 음식 맛있습니다!  직원분들 친절하셔서 기분좋게 잘먹었습니다!!,"음식이 맛있어요, 고기 질이 좋아요, 친절해요, 매장이 청결해요"
